Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
3476412985,2019-10-29 01:31:25,2019-10-28 14:00:00,,California,707,No Subject Provided,Y
5124154000,2019-10-29 01:35:23,2019-10-29 00:10:00,,Texas,832,No Subject Provided,Y
7279352609,2019-10-29 01:44:25,2019-10-28 13:36:00,Clearwater,Florida,727,"Reducing your debt (credit cards, mortgage, student loans)",Y
5105225141,2019-10-29 01:44:55,2019-10-28 15:49:00,Pleasanton,California,510,"Reducing your debt (credit cards, mortgage, student loans)",Y
3203645617,2019-10-29 01:45:31,2019-10-28 17:06:00,Glencoe,Minnesota,320,Warranties  & protection plans,Y
4088922110,2019-10-29 01:45:49,2019-10-28 16:17:00,Pleasanton,California,510,"Reducing your debt (credit cards, mortgage, student loans)",Y
,2019-10-29 01:48:22,2019-10-21 16:00:00,,California,408,"Calls pretending to be government, businesses, or family and friends",Y
5168235089,2019-10-29 01:51:39,2019-10-25 12:44:00,Cincinnati,Ohio,513,"Energy, solar,  & utilities",Y
7023542200,2019-10-29 01:51:43,2019-10-19 12:11:00,Henderson,Nevada,702,Vacation  & timeshares,Y
5175670603,2019-10-29 01:52:23,2019-10-28 12:08:00,Cincinnati,Ohio,513,"Energy, solar,  & utilities",Y
5135212015,2019-10-29 01:52:56,2019-10-28 20:07:00,Cincinnati,Ohio,513,"Energy, solar,  & utilities",Y
2024496062,2019-10-29 01:56:49,2019-10-29 11:04:00,Colorado Springs,Colorado,305,Medical  & prescriptions,N
2312167211,2019-10-29 01:57:55,2019-10-27 18:59:00,royal oak,Michigan,248,No Subject Provided,Y
2312167211,2019-10-29 01:59:47,2019-10-27 17:45:00,royal oak,Michigan,248,No Subject Provided,Y
3525471686,2019-10-29 01:20:14,2019-10-28 10:50:00,,Iowa,712,No Subject Provided,Y
9095715643,2019-10-29 02:01:30,2019-10-27 12:21:00,walnut,California,909,No Subject Provided,Y
9092443624,2019-10-29 02:02:21,2019-10-28 09:34:00,walnut,California,909,No Subject Provided,Y
9097808775,2019-10-29 02:03:06,2019-10-28 10:25:00,walnut,California,909,No Subject Provided,Y
8009033637,2019-10-29 02:04:53,2019-10-24 19:04:00,Jamaica,New York,718,Dropped call or no message,Y
8009505114,2019-10-29 02:05:42,2019-10-24 19:04:00,Jamaica,New York,718,Dropped call or no message,Y
8002858585,2019-10-29 02:06:30,2019-10-25 14:06:00,Jamaica,New York,718,Dropped call or no message,Y
9292038482,2019-10-29 02:07:14,2019-10-26 11:58:00,Jamaica,New York,718,Dropped call or no message,Y
8179208537,2019-10-29 02:07:46,2019-10-29 22:36:00,Oklahoma City,Oklahoma,405,"Reducing your debt (credit cards, mortgage, student loans)",Y
,2019-10-29 02:08:43,2019-10-28 00:00:00,,California,619,No Subject Provided,Y
6507986180,2019-10-29 02:21:21,2019-10-28 10:22:00,,California,310,Computer  & technical support,Y
6025671504,2019-10-29 02:22:39,2019-10-28 11:13:00,Peoria,Arizona,623,Dropped call or no message,Y
4122233989,2019-10-29 02:24:47,2019-10-28 13:15:00,Peoria,Arizona,623,Dropped call or no message,Y
6303730787,2019-10-29 02:27:22,2019-10-28 14:44:00,Peoria,Arizona,623,Computer  & technical support,Y
3027320702,2019-10-29 02:30:50,2019-10-29 15:00:00,Wilmington,Delaware,302,Other,N
4125804921,2019-10-29 02:35:33,2019-10-25 18:36:00,Pensacola,Florida,412,"Reducing your debt (credit cards, mortgage, student loans)",Y
9252716130,2019-10-29 02:44:19,2019-10-28 09:08:00,,California,925,Dropped call or no message,Y
9185237919,2019-10-29 02:46:19,2019-10-28 15:59:00,Syosset,New York,516,No Subject Provided,N
9252716130,2019-10-29 02:50:19,2019-10-28 09:08:00,,California,925,Dropped call or no message,Y
4052611527,2019-10-29 02:51:25,2019-10-28 14:48:00,San Diego,California,858,No Subject Provided,N
3259998865,2019-10-29 02:53:22,2019-10-28 11:34:00,,California,925,"Calls pretending to be government, businesses, or family and friends",Y
4785210513,2019-10-29 02:10:28,2019-10-27 18:33:00,,Texas,979,No Subject Provided,N
8432775910,2019-10-29 02:58:20,2019-10-29 00:00:00,Wood River,Illinois,618,No Subject Provided,N
5203570056,2019-10-29 03:01:59,2019-10-28 07:43:00,,Arizona,480,No Subject Provided,Y
5174513029,2019-10-29 03:03:49,2019-10-28 09:00:00,Wood River,Illinois,618,"Calls pretending to be government, businesses, or family and friends",Y
8005625848,2019-10-29 03:04:33,2019-09-25 15:26:00,New York,New York,918,"Calls pretending to be government, businesses, or family and friends",Y
8005625848,2019-10-29 03:07:44,2019-09-24 00:00:00,New York,New York,917,"Calls pretending to be government, businesses, or family and friends",Y
8006793573,2019-10-29 03:16:09,2019-10-28 16:12:00,,Oregon,503,"Calls pretending to be government, businesses, or family and friends",Y
7149602129,2019-10-29 03:20:51,2019-10-28 18:38:00,Fullerton,California,714,No Subject Provided,N
2073383145,2019-10-29 03:24:36,2019-10-28 12:39:00,Belfast,Maine,207,Warranties  & protection plans,Y
8002752273,2019-10-29 03:38:38,2019-10-28 14:20:00,Las Vegas,Nevada,517,No Subject Provided,Y
2398349947,2019-10-29 03:47:57,2019-10-28 17:18:00,hiawassee,Georgia,706,No Subject Provided,Y
4405974385,2019-10-29 03:56:03,2019-10-28 18:05:00,Eastlake,Ohio,440,Dropped call or no message,Y
6282145143,2019-10-29 03:59:40,2019-10-28 09:40:00,,Texas,817,"Calls pretending to be government, businesses, or family and friends",Y
8283467398,2019-10-29 04:02:08,2019-10-10 14:37:00,hiawassee,Georgia,706,No Subject Provided,Y
4014969547,2019-10-29 04:03:30,2019-10-29 18:15:00,,Rhode Island,401,No Subject Provided,
3132094579,2019-10-29 04:07:44,2019-10-28 13:12:00,,Michigan,313,No Subject Provided,Y
3137276924,2019-10-29 04:10:15,2019-10-28 14:40:00,,Michigan,313,No Subject Provided,Y
9033593717,2019-10-29 04:13:31,2019-10-28 17:00:00,,Texas,817,Other,Y
4703718230,2019-10-29 04:33:35,2019-10-28 17:01:00,,Georgia,912,No Subject Provided,Y
5036163024,2019-10-29 04:42:30,2019-10-21 14:34:00,Nehalem,Oregon,307,No Subject Provided,N
5015884072,2019-10-29 04:44:13,2019-10-28 16:35:00,,Arkansas,501,No Subject Provided,Y
5015884077,2019-10-29 04:45:23,2019-10-28 14:02:00,,Arkansas,501,No Subject Provided,Y
3522902579,2019-10-29 04:46:33,2019-10-28 16:54:00,Center Hill,Florida,352,No Subject Provided,Y
8559677399,2019-10-29 04:47:45,2019-10-28 13:52:00,,Arkansas,501,No Subject Provided,Y
8880445661,2019-10-29 04:49:23,2019-10-28 16:19:00,Spokane valley,Washington,509,"Calls pretending to be government, businesses, or family and friends",Y
7868087658,2019-10-29 04:59:10,2019-10-28 11:09:00,palm city,Florida,772,No Subject Provided,Y
7724002571,2019-10-29 04:59:50,2019-10-27 13:15:00,palm city,Florida,772,No Subject Provided,Y
3157932963,2019-10-29 05:11:00,2019-10-28 10:00:00,Utica,New York,315,Medical  & prescriptions,Y
0631548307,2019-10-29 05:13:30,2019-10-25 00:00:00,,Virginia,276,"Calls pretending to be government, businesses, or family and friends",N
8605158026,2019-10-29 05:28:50,2019-10-28 09:00:00,,Connecticut,860,No Subject Provided,Y
2103214420,2019-10-29 05:32:23,2019-10-28 06:50:00,Robbinsville,New Jersey,609,"Calls pretending to be government, businesses, or family and friends",Y
5089956905,2019-10-29 05:33:27,2019-10-18 16:19:00,,Massachusetts,508,No Subject Provided,Y
8433509966,2019-10-29 05:34:08,2019-10-28 16:49:00,,South Carolina,843,No Subject Provided,Y
7819952633,2019-10-29 05:35:48,2019-10-28 17:16:00,,Massachusetts,508,No Subject Provided,Y
8443812563,2019-10-29 05:41:04,2019-10-28 00:10:00,Cedar City,Utah,435,Dropped call or no message,N
7707511688,2019-10-29 05:41:51,2019-10-28 14:22:00,East Stroudsburg,Pennsylvania,404,Warranties  & protection plans,Y
7024899864,2019-10-29 05:46:48,2019-10-28 18:16:00,Berlin,New Jersey,702,No Subject Provided,Y
